"","fraction","units","seg_id","interpreted_qualifiers","site_id","quantitation_limit","data_provider","sample_id","date","value","validator_qualifiers","depth","info_type","parameter"
"531","total","ug/l","1306-0074","","13-MONH-0.4",1,"AE","13-MONH-0.4_20171011",2017-10-11,0.478,"0",NA,NA,"arsenic"
"532","total","ug/l","1306-0038","","13-WALK-44.4",1,"AE","13-WALK-44.4_20180906",2018-09-06,1.8,"A",NA,NA,"arsenic"
"533","total","ug/l","1306-0074","","13-MONH-0.4",1,"AE","13-MONH-0.4_20180725",2018-07-25,2.2,"A",NA,NA,"arsenic"
"534","total","ug/l","1306-0027","","13-WALK-2.1",1,"AE","13-WALK-2.1_20180816",2018-08-16,2.1,"A",NA,NA,"arsenic"
"535","total","ug/l","1306-0038","","13-WALK-22.8",1,"AE","13-WALK-22.8_20170920",2017-09-20,0.663,"0",NA,NA,"arsenic"
"536","total","ug/l","1306-0027","","13-WALK-2.1",1,"AE","13-WALK-2.1_20180905",2018-09-05,1.5,"A",NA,NA,"arsenic"
"537","total","ug/l","1306-0062","","13-DWAR-2.0",1,"AE","13-DWAR-2.0_20180724",2018-07-24,1.7,"A",NA,NA,"arsenic"
"538","total","ug/l","1306-0078","estimated value due to lab error","13-POCH-1.8",1,"AE","13-POCH-1.8_20191016",2019-10-16,0.69,"J",NA,NA,"arsenic"
"539","total","ug/l","1306-0027","","13-WALK-2.1",1,"AE","13-WALK-2.1_20170907",2017-09-07,0.828,"0",NA,NA,"arsenic"
"540","total","ug/l","1306-0068","","13-TINW-0.5",1,"AE","13-TINW-0.5_20190814",2019-08-14,1.2,"A",NA,NA,"arsenic"
"541","total","ug/l","1306-0038","","13-WALK-29.9",1,"AE","13-WALK-29.9_20180815",2018-08-15,2.7,"A",NA,NA,"arsenic"
"542","total","ug/l","1306-0038","","13-WALK-22.8",1,"AE","13-WALK-22.8_20180906",2018-09-06,1.4,"A",NA,NA,"arsenic"
"543","total","ug/l","1306-0047","estimated value due to lab error","13-GUNK-37.7",1,"AE","13-GUNK-37.7_20180816",2018-08-16,0.95,"J",NA,NA,"arsenic"
"544","total","ug/l","1306-0072","","13-MASO-0.2",1,"AE","13-MASO-0.2_20180711",2018-07-11,1.2,"A",NA,NA,"arsenic"
"545","total","ug/l","1306-0027","","13-WALK-2.1",1,"AE","13-WALK-2.1_20180724",2018-07-24,1.7,"A",NA,NA,"arsenic"
"546","total","ug/l","1306-0045","","13-WALK-19.0",1,"AE","13-WALK-19.0_20170720",2017-07-20,0.734,"0",NA,NA,"arsenic"
"547","total","ug/l","1306-0042","estimated value due to lab error","13-WKLEI-0.6",1,"AE","13-WKLEI-0.6_20180814",2018-08-14,0.78,"J",NA,NA,"arsenic"
"548","total","ug/l","1306-0072","estimated value due to lab error","13-MASO-0.2",1,"AE","13-MASO-0.2_20181004",2018-10-04,0.91,"J",NA,NA,"arsenic"
"549","total","ug/l","1306-0074","","13-MONH-4.1",1,"AE","13-MONH-4.1_20180816",2018-08-16,1.5,"A",NA,NA,"arsenic"
"550","total","ug/l","1306-0074","","13-MONH-0.4",1,"AE","13-MONH-0.4_20180815",2018-08-15,1.6,"A",NA,NA,"arsenic"
"551","total","ug/l","1306-0006","","13-RUTG-1.5",1,"AE","13-RUTG-1.5_20180724",2018-07-24,1.1,"A",NA,NA,"arsenic"
"552","total","ug/l","1306-0045","","13-WALK-19.0",1,"AE","13-WALK-19.0_20171012",2017-10-12,NA,"0",NA,NA,"arsenic"
"553","total","ug/l","1306-0074","","13-MONH-0.4",1,"AE","13-MONH-0.4_20170719",2017-07-19,NA,"0",NA,NA,"arsenic"
"554","total","ug/l","1306-0038","","13-WALK-35.6",1,"AE","13-WALK-35.6_20180905",2018-09-05,1.7,"A",NA,NA,"arsenic"
"555","total","ug/l","1306-0078","","13-POCH-1.8",1,"AE","13-POCH-1.8_20190918",2019-09-18,1.2,"A",NA,NA,"arsenic"
"556","total","ug/l","1306-0059","estimated value due to lab error","13-LGUN-6.0",1,"AE","13-LGUN-6.0_20181003",2018-10-03,0.54,"J",NA,NA,"arsenic"
"557","total","ug/l","1306-0017","","13-WALK-60.1",1,"AE","13-WALK-60.1_20180816",2018-08-16,1.7,"A",NA,NA,"arsenic"
"558","total","ug/l","1306-0074","","13-MONH-0.4",1,"AE","13-MONH-0.4_20170919",2017-09-19,0.8,"0",NA,NA,"arsenic"
"559","total","ug/l","1306-0074","","13-MONH-0.4",1,"AE","13-MONH-0.4_20180711",2018-07-11,2.1,"A",NA,NA,"arsenic"
"560","total","ug/l","1306-0038","","13-WALK-35.6",1,"AE","13-WALK-35.6_20170919",2017-09-19,0.98,"0",NA,NA,"arsenic"
"561","total","ug/l","1306-0006","estimated value due to lab error","13-RUTG-1.5",1,"AE","13-RUTG-1.5_20181003",2018-10-03,0.88,"J",NA,NA,"arsenic"
"562","total","ug/l","1306-0062","","13-DWAR-2.0",1,"AE","13-DWAR-2.0_20190724",2019-07-24,1.8,"A",NA,NA,"arsenic"
"563","total","ug/l","1306-0006","estimated value due to lab error","13-RUTG-1.5",1,"AE","13-RUTG-1.5_20190918",2019-09-18,0.55,"J",NA,NA,"arsenic"
"564","total","ug/l","1306-0074","","13-MONH-4.1",1,"AE","13-MONH-4.1_20180905",2018-09-05,1.2,"A",NA,NA,"arsenic"
"565","total","ug/l","1306-0017","","13-WALK-60.1",1,"AE","13-WALK-60.1_20170906",2017-09-06,1.2,"0",NA,NA,"arsenic"
"566","total","ug/l","1306-0078","","13-POCH-1.8",1,"AE","13-POCH-1.8_20180814",2018-08-14,1.5,"A",NA,NA,"arsenic"
"567","total","ug/l","1306-0038","","13-WALK-29.9",1,"AE","13-WALK-29.9_20180724",2018-07-24,1.7,"A",NA,NA,"arsenic"
"568","total","ug/l","1306-0025","","13-QKER-0.9",1,"AE","13-QKER-0.9_20180814",2018-08-14,6,"A",NA,NA,"arsenic"
"569","total","ug/l","1306-0038","","13-WALK-29.9",1,"AE","13-WALK-29.9_20181002",2018-10-02,1.4,"A",NA,NA,"arsenic"
"570","total","ug/l","1306-0038","","13-WALK-29.9",1,"AE","13-WALK-29.9_20170802",2017-08-02,1,"0",NA,NA,"arsenic"
"571","total","ug/l","1306-0048","estimated value due to lab error","13-GUNK-40.3",1,"AE","13-GUNK-40.3_20180905",2018-09-05,0.96,"J",NA,NA,"arsenic"
"572","total","ug/l","1306-0038","","13-WALK-44.4",1,"AE","13-WALK-44.4_20190815",2019-08-15,1.5,"A",NA,NA,"arsenic"
"573","total","ug/l","1306-0017","","13-WALK-60.1",1,"AE","13-WALK-60.1_20190918",2019-09-18,1.8,"A",NA,NA,"arsenic"
"574","total","ug/l","1306-0038","","13-WALK-22.8",1,"AE","13-WALK-22.8_20180710",2018-07-10,2.3,"A",NA,NA,"arsenic"
"575","total","ug/l","1306-0061","estimated value due to lab error","13-RIOG-0.7",1,"AE","13-RIOG-0.7_20181004",2018-10-04,0.89,"J",NA,NA,"arsenic"
"576","total","ug/l","1306-0074","estimated value due to lab error","13-MONH-0.4",1,"AE","13-MONH-0.4_20181004",2018-10-04,0.93,"J",NA,NA,"arsenic"
"577","total","ug/l","1306-0038","","13-WALK-29.9",1,"AE","13-WALK-29.9_20170920",2017-09-20,0.548,"0",NA,NA,"arsenic"
"578","total","ug/l","1306-0074","","13-MONH-0.4",1,"AE","13-MONH-0.4_20180906",2018-09-06,1.5,"A",NA,NA,"arsenic"
"579","total","ug/l","1306-0017","","13-WALK-60.1",1,"AE","13-WALK-60.1_20170801",2017-08-01,1.4,"0",NA,NA,"arsenic"
"580","total","ug/l","1306-0038","","13-WALK-35.6",1,"AE","13-WALK-35.6_20181003",2018-10-03,2.1,"A",NA,NA,"arsenic"
"581","total","ug/l","1306-0027","","13-WALK-9.8",1,"AE","13-WALK-9.8_20190723",2019-07-23,1.8,"A",NA,NA,"arsenic"
"582","total","ug/l","1306-0042","","13-WKLEI-0.6",1,"AE","13-WKLEI-0.6_20180905",2018-09-05,1.2,"A",NA,NA,"arsenic"
"583","total","ug/l","1306-0042","","13-WKLEI-0.6",1,"AE","13-WKLEI-0.6_20170802",2017-08-02,1.2,"0",NA,NA,"arsenic"
"584","total","ug/l","1306-0037","","13-WALK-0.7",1,"AE","13-WALK-0.7_20180816",2018-08-16,2.1,"A",NA,NA,"arsenic"
"585","total","ug/l","1306-0048","estimated value due to lab error","13-GUNK-40.3",1,"AE","13-GUNK-40.3_20181003",2018-10-03,0.63,"J",NA,NA,"arsenic"
"586","total","ug/l","1306-0038","","13-WALK-22.8",1,"AE","13-WALK-22.8_20171012",2017-10-12,NA,"0",NA,NA,"arsenic"
"587","total","ug/l","1306-0074","estimated value due to lab error","13-MONH-4.1",1,"AE","13-MONH-4.1_20181003",2018-10-03,0.92,"J",NA,NA,"arsenic"
"588","total","ug/l","1306-0006","estimated value due to lab error","13-RUTG-1.5",1,"AE","13-RUTG-1.5_20190815",2019-08-15,0.85,"J",NA,NA,"arsenic"
"589","total","ug/l","1306-0042","","13-WKLEI-0.6",1,"AE","13-WKLEI-0.6_20171012",2017-10-12,NA,"0",NA,NA,"arsenic"
"590","total","ug/l","1306-0042","","13-WKLEI-0.6",1,"AE","13-WKLEI-0.6_20170920",2017-09-20,1.6,"0",NA,NA,"arsenic"
"591","total","ug/l","1306-0045","","13-GUNK-0.4",1,"AE","13-GUNK-0.4_20170802",2017-08-02,0.842,"0",NA,NA,"arsenic"
"592","total","ug/l","1306-0027","","13-WALK-2.1",1,"AE","13-WALK-2.1_20181003",2018-10-03,1.3,"A",NA,NA,"arsenic"
"593","total","ug/l","1306-0039","estimated value due to lab error","13-SWAK-1.7",1,"AE","13-SWAK-1.7_20181003",2018-10-03,0.48,"J",NA,NA,"arsenic"
"594","total","ug/l","1306-0039","estimated value due to lab error","13-SWAK-1.7",1,"AE","13-SWAK-1.7_20191015",2019-10-15,0.46,"J",NA,NA,"arsenic"
"595","total","ug/l","1306-0059","estimated value due to lab error","13-LGUN-6.0",1,"AE","13-LGUN-6.0_20180905",2018-09-05,0.71,"J",NA,NA,"arsenic"
"596","total","ug/l","1306-0038","estimated value due to lab error","13-WALK-26.9",1,"AE","13-WALK-26.9_20181002",2018-10-02,0.85,"J",NA,NA,"arsenic"
"597","total","ug/l","1306-0061","","13-WCHEE-0.6",1,"AE","13-WCHEE-0.6_20170906",2017-09-06,1.9,"0",NA,NA,"arsenic"
"598","total","ug/l","1306-0038","","13-WALK-44.4",1,"AE","13-WALK-44.4_20180815",2018-08-15,2.6,"A",NA,NA,"arsenic"
"599","total","ug/l","1306-0017","","13-WALK-46.6",1,"AE","13-WALK-46.6_20170906",2017-09-06,1.5,"0",NA,NA,"arsenic"
"600","total","ug/l","1306-0045","","13-WALK-19.0",1,"AE","13-WALK-19.0_20181002",2018-10-02,1.4,"A",NA,NA,"arsenic"
"601","total","ug/l","1306-0062","","13-DWAR-2.0",1,"AE","13-DWAR-2.0_20180906",2018-09-06,1.7,"A",NA,NA,"arsenic"
"602","total","ug/l","1306-0006","estimated value due to lab error","13-RUTG-1.5",1,"AE","13-RUTG-1.5_20180711",2018-07-11,0.94,"J",NA,NA,"arsenic"
"603","total","ug/l","1306-0027","","13-WALK-9.8",1,"AE","13-WALK-9.8_20191015",2019-10-15,1.2,"A",NA,NA,"arsenic"
"604","total","ug/l","1306-0038","","13-WALK-35.6",1,"AE","13-WALK-35.6_20171011",2017-10-11,0.429,"0",NA,NA,"arsenic"
"605","total","ug/l","1306-0061","","13-RIOG-0.7",1,"AE","13-RIOG-0.7_20180906",2018-09-06,1.7,"A",NA,NA,"arsenic"
"606","total","ug/l","1306-0074","","13-MONH-0.4",1,"AE","13-MONH-0.4_20170906",2017-09-06,1.2,"0",NA,NA,"arsenic"
"607","total","ug/l","1306-0025","","13-QKER-0.9",1,"AE","13-QKER-0.9_20171011",2017-10-11,2,"0",NA,NA,"arsenic"
"608","total","ug/l","1306-0062","estimated value due to lab error","13-DWAR-2.0",1,"AE","13-DWAR-2.0_20191015",2019-10-15,0.89,"J",NA,NA,"arsenic"
"609","total","ug/l","1306-0025","","13-QKER-0.9",1,"AE","13-QKER-0.9_20180905",2018-09-05,1.9,"A",NA,NA,"arsenic"
"610","total","ug/l","1306-0068","","13-TINW-0.5",1,"AE","13-TINW-0.5_20180906",2018-09-06,1.1,"A",NA,NA,"arsenic"
"611","total","ug/l","1306-0017","","13-WALK-46.6",1,"AE","13-WALK-46.6_20180906",2018-09-06,1.8,"A",NA,NA,"arsenic"
"612","total","ug/l","1306-0038","","13-WALK-44.4",1,"AE","13-WALK-44.4_20180725",2018-07-25,2.1,"A",NA,NA,"arsenic"
"613","total","ug/l","1306-0062","","13-DWAR-2.0",1,"AE","13-DWAR-2.0_20190917",2019-09-17,1.2,"A",NA,NA,"arsenic"
"614","total","ug/l","1306-0045","","13-WALK-19.0",1,"AE","13-WALK-19.0_20190917",2019-09-17,1.4,"A",NA,NA,"arsenic"
"615","total","ug/l","1306-0062","","13-DWAR-2.0",1,"AE","13-DWAR-2.0_20190814",2019-08-14,1.4,"A",NA,NA,"arsenic"
"616","total","ug/l","1306-0062","","13-DWAR-2.0",1,"AE","13-DWAR-2.0_20180710",2018-07-10,2.1,"A",NA,NA,"arsenic"
"617","total","ug/l","1306-0045","","13-GUNK-0.4",1,"AE","13-GUNK-0.4_20170720",2017-07-20,NA,"0",NA,NA,"arsenic"
"618","total","ug/l","1306-0078","","13-POCH-1.8",1,"AE","13-POCH-1.8_20190625",2019-06-25,1.1,"A",NA,NA,"arsenic"
"619","total","ug/l","1306-0039","estimated value due to lab error","13-SWAK-1.7",1,"AE","13-SWAK-1.7_20180710",2018-07-10,0.81,"J",NA,NA,"arsenic"
"620","total","ug/l","1306-0038","","13-WALK-35.6",1,"AE","13-WALK-35.6_20180816",2018-08-16,2.2,"A",NA,NA,"arsenic"
"621","total","ug/l","1306-0068","estimated value due to lab error","13-TINW-0.5",1,"AE","13-TINW-0.5_20190917",2019-09-17,0.78,"J",NA,NA,"arsenic"
"622","total","ug/l","1306-0038","","13-WALK-35.6",1,"AE","13-WALK-35.6_20170906",2017-09-06,1.4,"0",NA,NA,"arsenic"
"623","total","ug/l","1306-0038","","13-WALK-35.6",1,"AE","13-WALK-35.6_20170720",2017-07-20,0.699,"0",NA,NA,"arsenic"
"624","total","ug/l","1306-0047","estimated value due to lab error","13-GUNK-37.7",1,"AE","13-GUNK-37.7_20181003",2018-10-03,0.6,"J",NA,NA,"arsenic"
"625","total","ug/l","1306-0017","","13-WALK-46.6",1,"AE","13-WALK-46.6_20181004",2018-10-04,1.8,"A",NA,NA,"arsenic"
"626","total","ug/l","1306-0044","estimated value due to lab error","13-PKIL-0.4",1,"AE","13-PKIL-0.4_20181002",2018-10-02,0.71,"J",NA,NA,"arsenic"
"627","total","ug/l","1306-0061","","13-WCHEE-0.6",1,"AE","13-WCHEE-0.6_20170719",2017-07-19,0.848,"0",NA,NA,"arsenic"
"628","total","ug/l","1306-0045","","13-WALK-19.0",1,"AE","13-WALK-19.0_20180906",2018-09-06,1.7,"A",NA,NA,"arsenic"
"629","total","ug/l","1306-0017","","13-WALK-46.6",1,"AE","13-WALK-46.6_20170719",2017-07-19,0.684,"0",NA,NA,"arsenic"
"630","total","ug/l","1306-0061","","13-WCHEE-0.6",1,"AE","13-WCHEE-0.6_20170801",2017-08-01,1.7,"0",NA,NA,"arsenic"
"631","total","ug/l","1306-0074","","13-MONH-4.1",1,"AE","13-MONH-4.1_20180725",2018-07-25,1.3,"A",NA,NA,"arsenic"
"632","total","ug/l","1306-0045","","13-WALK-19.0",1,"AE","13-WALK-19.0_20170920",2017-09-20,0.632,"0",NA,NA,"arsenic"
"633","total","ug/l","1306-0039","estimated value due to lab error","13-SWAK-1.7",1,"AE","13-SWAK-1.7_20190917",2019-09-17,0.56,"J",NA,NA,"arsenic"
"634","total","ug/l","1306-0039","estimated value due to lab error","13-SWAK-1.7",1,"AE","13-SWAK-1.7_20180905",2018-09-05,0.97,"J",NA,NA,"arsenic"
"635","total","ug/l","1306-0059","estimated value due to lab error","13-LGUN-6.0",1,"AE","13-LGUN-6.0_20180711",2018-07-11,0.86,"J",NA,NA,"arsenic"
"636","total","ug/l","1306-0059","estimated value due to lab error","13-LGUN-6.0",1,"AE","13-LGUN-6.0_20180816",2018-08-16,0.9,"J",NA,NA,"arsenic"
"637","total","ug/l","1306-0061","","13-WCHEE-0.6",1,"AE","13-WCHEE-0.6_20180815",2018-08-15,1.5,"A",NA,NA,"arsenic"
"638","total","ug/l","1306-0042","estimated value due to lab error","13-WKLEI-0.6",1,"AE","13-WKLEI-0.6_20180724",2018-07-24,0.89,"J",NA,NA,"arsenic"
"639","total","ug/l","1306-0045","","13-WALK-19.0",1,"AE","13-WALK-19.0_20191015",2019-10-15,1.1,"A",NA,NA,"arsenic"
"640","total","ug/l","1306-0068","","13-TINW-0.5",1,"AE","13-TINW-0.5_20190724",2019-07-24,1.2,"A",NA,NA,"arsenic"
"641","total","ug/l","1306-0047","estimated value due to lab error","13-GUNK_T35-0.2",1,"AE","13-GUNK_T35-0.2_20180905",2018-09-05,0.81,"J",NA,NA,"arsenic"
"642","total","ug/l","1306-0006","estimated value due to lab error","13-RUTG-1.5",1,"AE","13-RUTG-1.5_20190625",2019-06-25,0.84,"J",NA,NA,"arsenic"
"643","total","ug/l","1306-0047","estimated value due to lab error","13-GUNK_T35-0.2",1,"AE","13-GUNK_T35-0.2_20181003",2018-10-03,0.62,"J",NA,NA,"arsenic"
"644","total","ug/l","1306-0045","","13-GUNK-0.4",1,"AE","13-GUNK-0.4_20171012",2017-10-12,NA,"0",NA,NA,"arsenic"
"645","total","ug/l","1306-0045","","13-GUNK-0.4",1,"AE","13-GUNK-0.4_20170907",2017-09-07,0.571,"0",NA,NA,"arsenic"
"646","total","ug/l","1306-0078","","13-POCH-1.8",1,"AE","13-POCH-1.8_20190724",2019-07-24,2,"A",NA,NA,"arsenic"
"647","total","ug/l","1306-0047","","13-GUNK-37.7",1,"AE","13-GUNK-37.7_20180905",2018-09-05,1.6,"A",NA,NA,"arsenic"
"648","total","ug/l","1306-0039","estimated value due to lab error","13-SWAK-1.7",1,"AE","13-SWAK-1.7_20190814",2019-08-14,0.67,"J",NA,NA,"arsenic"
"649","total","ug/l","1306-0038","","13-WALK-29.9",1,"AE","13-WALK-29.9_20180711",2018-07-11,2.1,"A",NA,NA,"arsenic"
"650","total","ug/l","1306-0025","","13-QKER-0.9",1,"AE","13-QKER-0.9_20170906",2017-09-06,2.4,"0",NA,NA,"arsenic"
"651","total","ug/l","1306-0038","","13-WALK-29.9",1,"AE","13-WALK-29.9_20170720",2017-07-20,0.407,"0",NA,NA,"arsenic"
"652","total","ug/l","1306-0025","","13-QKER-0.9",1,"AE","13-QKER-0.9_20170801",2017-08-01,1.3,"0",NA,NA,"arsenic"
"653","total","ug/l","1306-0027","","13-WALK-9.8",1,"AE","13-WALK-9.8_20190917",2019-09-17,1.6,"A",NA,NA,"arsenic"
"654","total","ug/l","1306-0045","","13-GUNK-0.4",1,"AE","13-GUNK-0.4_20180724",2018-07-24,1.1,"A",NA,NA,"arsenic"
"655","total","ug/l","1306-0017","","13-WALK-46.6",1,"AE","13-WALK-46.6_20170919",2017-09-19,0.587,"0",NA,NA,"arsenic"
"656","total","ug/l","1306-0045","","13-GUNK-0.4",1,"AE","13-GUNK-0.4_20180815",2018-08-15,1,"A",NA,NA,"arsenic"
"657","total","ug/l","1306-0059","","13-LGUN-6.0",1,"AE","13-LGUN-6.0_20180725",2018-07-25,1,"A",NA,NA,"arsenic"
"658","total","ug/l","1306-0047","","13-GUNK-37.7",1,"AE","13-GUNK-37.7_20180725",2018-07-25,1.4,"A",NA,NA,"arsenic"
"659","total","ug/l","1306-0006","estimated value due to lab error","13-RUTG-1.5",1,"AE","13-RUTG-1.5_20191016",2019-10-16,0.47,"J",NA,NA,"arsenic"
"660","total","ug/l","1306-0017","","13-WALK-60.1",1,"AE","13-WALK-60.1_20170719",2017-07-19,1.5,"0",NA,NA,"arsenic"
"661","total","ug/l","1306-0068","estimated value due to lab error","13-TINW-0.5",1,"AE","13-TINW-0.5_20190625",2019-06-25,0.94,"J",NA,NA,"arsenic"
"662","total","ug/l","1306-0068","estimated value due to lab error","13-TINW-0.5",1,"AE","13-TINW-0.5_20181002",2018-10-02,0.71,"J",NA,NA,"arsenic"
"663","total","ug/l","1306-0068","estimated value due to lab error","13-TINW-0.5",1,"AE","13-TINW-0.5_20191015",2019-10-15,0.68,"J",NA,NA,"arsenic"
"664","total","ug/l","1306-0078","","13-POCH-1.8",1,"AE","13-POCH-1.8_20181003",2018-10-03,1.4,"A",NA,NA,"arsenic"
"665","total","ug/l","1306-0042","","13-WKLEI-0.6",1,"AE","13-WKLEI-0.6_20170720",2017-07-20,1.7,"0",NA,NA,"arsenic"
"666","total","ug/l","1306-0047","estimated value due to lab error","13-GUNK_T35-0.2",1,"AE","13-GUNK_T35-0.2_20180725",2018-07-25,0.92,"J",NA,NA,"arsenic"
"667","total","ug/l","1306-0038","","13-WALK-26.9",1,"AE","13-WALK-26.9_20170720",2017-07-20,0.718,"0",NA,NA,"arsenic"
"668","total","ug/l","1306-0006","estimated value due to lab error","13-RUTG-1.5",1,"AE","13-RUTG-1.5_20180814",2018-08-14,0.92,"J",NA,NA,"arsenic"
"669","total","ug/l","1306-0038","","13-WALK-26.9",1,"AE","13-WALK-26.9_20170802",2017-08-02,1.2,"0",NA,NA,"arsenic"
"670","total","ug/l","1306-0045","estimated value due to lab error","13-GUNK-0.4",1,"AE","13-GUNK-0.4_20181002",2018-10-02,0.56,"J",NA,NA,"arsenic"
"671","total","ug/l","1306-0027","","13-WALK-9.8",1,"AE","13-WALK-9.8_20181003",2018-10-03,1.4,"A",NA,NA,"arsenic"
"672","total","ug/l","1306-0078","","13-POCH-1.8",1,"AE","13-POCH-1.8_20180724",2018-07-24,1.3,"A",NA,NA,"arsenic"
"673","total","ug/l","1306-0038","","13-WALK-35.6",1,"AE","13-WALK-35.6_20180725",2018-07-25,2.2,"A",NA,NA,"arsenic"
"674","total","ug/l","1306-0074","","13-MONH-4.1",1,"AE","13-MONH-4.1_20170726",2017-07-26,NA,"0",NA,NA,"arsenic"
"675","total","ug/l","1306-0061","","13-WCHEE-0.6",1,"AE","13-WCHEE-0.6_20171011",2017-10-11,1.3,"0",NA,NA,"arsenic"
"676","total","ug/l","1306-0061","","13-WCHEE-0.6",1,"AE","13-WCHEE-0.6_20180711",2018-07-11,2.6,"A",NA,NA,"arsenic"
"677","total","ug/l","1306-0061","","13-WCHEE-0.6",1,"AE","13-WCHEE-0.6_20180725",2018-07-25,1.8,"A",NA,NA,"arsenic"
"678","total","ug/l","1306-0061","","13-WCHEE-0.6",1,"AE","13-WCHEE-0.6_20180906",2018-09-06,2.1,"A",NA,NA,"arsenic"
"679","total","ug/l","1306-0025","","13-QKER-0.9",1,"AE","13-QKER-0.9_20170719",2017-07-19,1.6,"0",NA,NA,"arsenic"
"680","total","ug/l","1306-0027","","13-WALK-9.8",1,"AE","13-WALK-9.8_20180816",2018-08-16,2,"A",NA,NA,"arsenic"
"681","total","ug/l","1306-0047","estimated value due to lab error","13-GUNK_T35-0.2",1,"AE","13-GUNK_T35-0.2_20180816",2018-08-16,0.85,"J",NA,NA,"arsenic"
"682","total","ug/l","1306-0061","","13-RIOG-0.7",1,"AE","13-RIOG-0.7_20180725",2018-07-25,2.4,"A",NA,NA,"arsenic"
"683","total","ug/l","1306-0045","estimated value due to lab error","13-GUNK-0.4",1,"AE","13-GUNK-0.4_20180906",2018-09-06,0.99,"J",NA,NA,"arsenic"
"684","total","ug/l","1306-0039","estimated value due to lab error","13-SWAK-1.7",1,"AE","13-SWAK-1.7_20190723",2019-07-23,0.74,"J",NA,NA,"arsenic"
"685","total","ug/l","1306-0074","","13-MONH-4.1",1,"AE","13-MONH-4.1_20180711",2018-07-11,1.2,"A",NA,NA,"arsenic"
"686","total","ug/l","1306-0068","","13-TINW-0.5",1,"AE","13-TINW-0.5_20180710",2018-07-10,1.5,"A",NA,NA,"arsenic"
"687","total","ug/l","1306-0027","","13-WALK-9.8",1,"AE","13-WALK-9.8_20190626",2019-06-26,1.2,"A",NA,NA,"arsenic"
"688","total","ug/l","1306-0042","","13-WKLEI-0.6",1,"AE","13-WKLEI-0.6_20170907",2017-09-07,0.638,"0",NA,NA,"arsenic"
"689","total","ug/l","1306-0025","","13-QKER-0.9",1,"AE","13-QKER-0.9_20180711",2018-07-11,2.9,"A",NA,NA,"arsenic"
"690","total","ug/l","1306-0017","","13-WALK-46.6",1,"AE","13-WALK-46.6_20170801",2017-08-01,1,"0",NA,NA,"arsenic"
"691","total","ug/l","1306-0038","","13-WALK-29.9",1,"AE","13-WALK-29.9_20170907",2017-09-07,0.985,"0",NA,NA,"arsenic"
"692","total","ug/l","1306-0038","","13-WALK-26.9",1,"AE","13-WALK-26.9_20170920",2017-09-20,0.742,"0",NA,NA,"arsenic"
"693","total","ug/l","1306-0061","","13-RIOG-0.7",1,"AE","13-RIOG-0.7_20180814",2018-08-14,1.4,"A",NA,NA,"arsenic"
"694","total","ug/l","1306-0061","","13-WCHEE-0.6",1,"AE","13-WCHEE-0.6_20170919",2017-09-19,1.7,"0",NA,NA,"arsenic"
"695","total","ug/l","1306-0038","","13-WALK-35.6",1,"AE","13-WALK-35.6_20180711",2018-07-11,2,"A",NA,NA,"arsenic"
"696","total","ug/l","1306-0038","","13-WALK-35.6",1,"AE","13-WALK-35.6_20170801",2017-08-01,1.1,"0",NA,NA,"arsenic"
"697","total","ug/l","1306-0038","","13-WALK-26.9",1,"AE","13-WALK-26.9_20170907",2017-09-07,1.2,"0",NA,NA,"arsenic"
"698","total","ug/l","1306-0068","","13-TINW-0.5",1,"AE","13-TINW-0.5_20180724",2018-07-24,1.3,"A",NA,NA,"arsenic"
"699","total","ug/l","1306-0027","","13-WALK-9.8",1,"AE","13-WALK-9.8_20190814",2019-08-14,1.8,"A",NA,NA,"arsenic"
"700","total","ug/l","1306-0038","","13-WALK-26.9",1,"AE","13-WALK-26.9_20180815",2018-08-15,1.4,"A",NA,NA,"arsenic"
"701","total","ug/l","1306-0047","","13-GUNK-37.7",1,"AE","13-GUNK-37.7_20180711",2018-07-11,7.3,"A",NA,NA,"arsenic"
"702","total","ug/l","1306-0025","","13-QKER-0.9",1,"AE","13-QKER-0.9_20180724",2018-07-24,2.9,"A",NA,NA,"arsenic"
"703","total","ug/l","1306-0038","","13-WALK-26.9",1,"AE","13-WALK-26.9_20180710",2018-07-10,2.3,"A",NA,NA,"arsenic"
"704","total","ug/l","1306-0061","","13-RIOG-0.7",1,"AE","13-RIOG-0.7_20180711",2018-07-11,1.9,"A",NA,NA,"arsenic"
"705","total","ug/l","1306-0037","estimated value due to lab error","13-WALK-0.8",1,"AE","13-WALK-0.8_20181003",2018-10-03,0.98,"J",NA,NA,"arsenic"
"706","total","ug/l","1306-0038","","13-WALK-26.9",1,"AE","13-WALK-26.9_20171012",2017-10-12,0.554,"0",NA,NA,"arsenic"
"707","total","ug/l","1306-0027","","13-WALK-9.8",1,"AE","13-WALK-9.8_20180710",2018-07-10,2.2,"A",NA,NA,"arsenic"
"708","total","ug/l","1306-0038","","13-WALK-26.9",1,"AE","13-WALK-26.9_20180906",2018-09-06,1.6,"A",NA,NA,"arsenic"
"709","total","ug/l","1306-0039","estimated value due to lab error","13-SWAK-1.7",1,"AE","13-SWAK-1.7_20180724",2018-07-24,0.54,"J",NA,NA,"arsenic"
"710","total","ug/l","1306-0038","","13-WALK-26.9",1,"AE","13-WALK-26.9_20180724",2018-07-24,1.4,"A",NA,NA,"arsenic"
